id,name,country,voltage,is_substation,longitude,latitude,type,population
5557,Regensdorf,CH,220.0,true,8.41552700000001,47.368594,PQ,64660.530306933695
5558,Altgass,CH,380.0,true,8.55834999999999,47.212106,PQ,123597.87942132958
5559,Ilanz,CH,380.0,true,9.05273399999999,46.785016,PQ,14001.757060873275
5560,Avegno,CH,220.0,true,8.70117199999999,46.225453,PQ,9681.732320098648
5561,Verbano,CH,220.0,true,8.657227,46.157005,PV,10204.3383539431
5562,Magadino,CH,220.0,true,8.85498000000001,46.157005,PQ,10204.52313655497
5563,Magadino,CH,380.0,true,8.85498000000001,46.157005,PQ,20409.046266306927
5564,Manno,CH,220.0,true,8.87695299999999,45.996962,PQ,10081.966365720564
5566,Samstagern,CH,220.0,true,8.67919900000001,47.152369,PQ,59706.05819923717
5567,Samstagern,CH,380.0,true,8.67919900000001,47.152369,PQ,119412.11635867026
5568,Airolo,CH,380.0,true,8.60229499999999,46.490829,PQ,8482.675544905898
5569,Cavergno,CH,220.0,true,8.64624000000001,46.286224,PV,8052.164360750354
5570,Peccia,CH,220.0,true,8.657227,46.377254,PQ,7916.164328205481
5571,Plattischachen,CH,220.0,true,8.63525400000001,46.769968,PQ,11199.317058323415
5572,Plattischachen,CH,380.0,true,8.63525400000001,46.769968,PQ,22398.63410918062
5573,Sedrun,CH,380.0,true,8.668213,46.619261,PV,7551.46751955319
5574,Olivone,CH,220.0,true,8.95385700000001,46.505954,PV,4170.331760926716
5575,Lavorgo,CH,220.0,true,8.800049,46.399988,PQ,7913.54432820904
5576,Lavorgo,CH,380.0,true,8.800049,46.399988,PQ,15827.088651142385
5577,Iragna,CH,220.0,true,8.97583,46.301406,PQ,8794.582428129788
5578,Siebnen,CH,220.0,true,8.81103500000001,47.115,PQ,58485.64859109212
5579,Siebnen,CH,380.0,true,8.81103500000001,47.115,PQ,116971.29714319375
5580,Tierfehd,CH,220.0,true,8.931885,46.987747,PV,25741.776642643246
5581,Tierfehd,CH,380.0,true,8.931885,46.987747,PQ,51483.5532681253
5582,Tavanasa,CH,380.0,true,8.887939,46.747389,PV,10263.782488776658
5583,Benken,CH,380.0,true,8.931885,47.15984,PQ,128413.55369252307
5584,Castasegna,CH,220.0,true,9.503174,46.362093,PV,3152.3310780781894
5585,Ferrera,CH,220.0,true,9.40429699999999,46.513516,PV,5050.9643227894285
5586,Bärenburg,CH,220.0,true,9.33837900000001,46.573967,PV,4852.377605492594
5587,Bonaduz,CH,220.0,true,9.25048800000001,46.822617,PQ,7255.388914517576
5588,Bonaduz,CH,380.0,true,9.25048800000001,46.822617,PQ,14510.77782419823
5589,Sils,CH,220.0,true,9.327393,46.694667,PV,5689.269302649156
5590,Sils,CH,380.0,true,9.327393,46.694667,PQ,11378.53860150547
5591,Rothenbrunnen,CH,220.0,true,9.17358400000001,46.762443,PV,5926.060064735957
5592,Filisur,CH,380.0,true,9.558105,46.641894,PQ,9111.099241392256
5593,Tinzen,CH,220.0,true,9.503174,46.498392,PQ,4350.605737329919
5594,Löbbia,CH,220.0,true,9.56909199999999,46.399988,PV,3590.946759646209
5595,Schlattingen,CH,220.0,true,8.72314500000001,47.61357,PQ,58909.42072176769
5596,Fällanden,CH,220.0,true,8.59130900000001,47.309034,PQ,65485.38543139597
5597,Fällanden,CH,380.0,true,8.59130900000001,47.309034,PQ,130970.77081913498
5598,Aathal,CH,220.0,true,8.74511699999999,47.286682,PQ,69519.76312859
5599,Riet,CH,220.0,true,8.613281,47.546872,PQ,58966.47343916538
5600,Seebach,CH,220.0,true,8.525391,47.398349,PQ,64995.62298699864
5601,Breite,CH,220.0,true,8.613281,47.428087,PQ,64510.69542178891
5602,Breite,CH,380.0,true,8.613281,47.428087,PQ,129021.3908005706
5603,Töss,CH,220.0,true,8.712158,47.494937,PQ,61585.567695283295
5604,Grynau,CH,220.0,true,9.04174799999999,47.219568,PQ,70067.79928736959
5605,Grynau,CH,380.0,true,9.04174799999999,47.219568,PQ,140135.59852802716
5606,Weinfelden,CH,220.0,true,8.931885,47.52462,PQ,69412.69669755892
5607,Wittenwil,CH,220.0,true,9.08569299999999,47.539455,PQ,68415.66068583095
5608,Mörschwil,CH,380.0,true,9.415283,47.457809,PQ,64281.060908352854
5609,Winkeln,CH,220.0,true,9.26147499999999,47.353711,PQ,44811.91519805707
5610,Winkeln,CH,380.0,true,9.26147499999999,47.353711,PQ,89623.83036623946
5611,Robbia,CH,380.0,true,10.019531,46.369674,PQ,2628.07451934543
