active,reactive
19.544507599656665,0.0
39.089015186283646,0.0
0.0,0.0
0.0,0.0
0.0,0.0
26.13478458335206,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
76.6265533569138,0.0
72.36299946304732,0.0
144.7259988778526,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.509648413665245,0.0
14.934994163715848,0.0
29.869988317475034,0.0
160.86209318201622,0.0
206.87570126916754,0.0
101.59154814224,0.0
46.32212430270614,0.0
92.6442485745309,0.0
13.315288081386031,0.0
15.337730823965817,0.0
14.256184608571298,0.0
27.882623184762185,0.0
40.149762805219446,0.0
80.29952558367243,0.0
103.49376854826373,0.0
20.745963850025692,0.0
41.491927686220734,0.0
49.7934739399019,0.0
23.3533805947557,0.0
46.70676117394246,0.0
11.08502167556376,0.0
7.528046083150714,0.0
7.077480229228601,0.0
10.359462822478207,0.0
8.324000497050013,0.0
59.3505974783001,0.0
118.70119491703328,0.0
57.25873703479192,0.0
114.51747403141137,0.0
77.18046616530232,0.0
64.17324358541104,0.0
115.10788237879957,0.0
40.99250372832841,0.0
50.372425431166086,0.0
126.25931466698778,0.0
96.83532407904546,0.0
55.47298913344947,0.0
64.53858081671612,0.0
70.94918927837043,0.0
61.92070549506255,0.0
23.60486882649187,0.0
11.041629210793936,0.0
120.82717409312978,0.0
72.13267465938227,0.0
144.26534927067604,0.0
64.14228176256938,0.0
128.28456348237725,0.0
68.21144063645725,0.0
136.42288122744023,0.0
59.9193516100889,0.0
68.1025027864762,0.0
82.10448017953975,0.0
164.20896030434312,0.0
83.30080620643236,0.0
166.60161235733077,0.0
87.85239955200362,0.0
175.70479904543896,0.0
83.01228470619878,0.0
158.67705239815547,0.0
17.97569302334663,0.0
12.429572043257007,0.0
13.100502526888084,0.0
13.100739753936988,0.0
26.201479499140152,0.0
12.943399294387941,0.0
76.65164944353187,0.0
153.3032988359626,0.0
10.890202633066389,0.0
10.33750507833429,0.0
10.162905931558402,0.0
14.37787305095517,0.0
28.75574609232509,0.0
9.694701987551468,0.0
5.353942595491352,0.0
10.159542331157933,0.0
20.31908465554284,0.0
11.290633976098974,0.0
75.08486690449888,0.0
150.1697337589411,0.0
33.04772913799218,0.0
66.09545825395253,0.0
13.176817914675553,0.0
164.85949664590646,0.0
4.047016065279075,0.0
6.484513603800229,0.0
6.229564610390156,0.0
9.31459125632236,0.0
18.629182506434997,0.0
7.303980355247801,0.0
14.607960705626285,0.0
7.607976348859988,0.0
11.696983625446423,0.0
5.58538138176893,0.0
4.610118311148276,0.0
75.62891274815662,0.0
84.07124769502981,0.0
168.14249533401207,0.0
89.25065015928546,0.0
75.70215799370901,0.0
83.4424823681801,0.0
82.81992414117529,0.0
165.63984822713718,0.0
79.06459558939814,0.0
89.9542282683104,0.0
179.9084564766511,0.0
89.11319646051373,0.0
87.83318473040549,0.0
82.52511546086852,0.0
57.53029622542783,0.0
115.06059241250205,0.0
3.3739666098224883,0.0
3.5377007711968558,0.0
6.884464715981322,0.0
89.37372635963729,0.0
26.247605208070134,0.0
79.0027845328567,0.0
84.08587871885149,0.0
105.5685633057618,0.0
72.83007456976277,0.0
10.64784456808288,0.0
5.390913112245894,0.0
6.229806312791762,0.0
11.756656823849303,0.0
29.43639064589792,0.0
120.43355157673867,0.0
10.962877474108492,0.0
25.32792155310875,0.0
37.10321830642495,0.0
74.20643658811439,0.0
13.207951926608084,0.0
26.41590384441087,0.0
96.61586073973321,0.0
26.164210598804075,0.0
5.940837780347341,0.0
11.881675556734127,0.0
79.92865459933145,0.0
159.85730914537712,0.0
37.21970008908206,0.0
0.0,0.0
35.83311628288356,0.0
70.02818482626593,0.0
0.0,0.0
0.0,0.0
0.0,0.0
39.42261639130025,0.0
67.18326020708619,0.0
115.30383926061151,0.0
66.11343950296579,0.0
132.22687896185585,0.0
14.620250123319474,0.0
12.7914103963142,0.0
5.713862599217629,0.0
5.4652353189527805,0.0
10.930470634262068,0.0
12.107681928611022,0.0
80.07403951410396,0.0
107.68025207837425,0.0
41.119950386873555,0.0
79.46150684552288,0.0
12.840953056731975,0.0
9.160989065143314,0.0
