active,reactive
94.55939989836821,0.0
80.37021934473715,0.0
27.29217675215794,0.0
0.0,0.0
0.0,0.0
99.24268819975013,0.0
212.34796391583262,0.0
84.62937831848964,0.0
54.503433279617425,0.0
41.93366944193056,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
175.65170502474314,0.0
106.62568942185054,0.0
188.86302439634676,0.0
176.07679582081786,0.0
273.23817270596777,0.0
52.17882897844904,0.0
105.11513047934858,0.0
113.91951704837021,0.0
221.3109936170527,0.0
408.9192288565306,0.0
414.2322365916292,0.0
417.78228619908873,0.0
400.97165235733394,0.0
413.1885617391114,0.0
168.01682304204118,0.0
34.877966902766715,0.0
188.39605273366365,0.0
311.6123543531994,0.0
57.75539412479814,0.0
231.26740183729981,0.0
79.5423173407913,0.0
328.5001157985725,0.0
110.07700337820968,0.0
55.37612429526805,0.0
77.6818040494302,0.0
1.3156928988327232e-7,0.0
394.70786978138625,0.0
99.8371910476556,0.0
241.7129298411263,0.0
139.40511313146234,0.0
484.2663228314896,0.0
454.7902598187228,0.0
232.18798437939543,0.0
124.7179434026927,0.0
183.13780368614667,0.0
247.78469213619718,0.0
198.32963090865564,0.0
229.24016070208003,0.0
398.2635450216816,0.0
223.5147948814283,0.0
228.71532197775178,0.0
457.4306438030272,0.0
248.0632230044469,0.0
149.54198280356786,0.0
149.64402561368954,0.0
299.2880511276159,0.0
267.7193826568152,0.0
278.9044174608489,0.0
128.55157770754428,0.0
147.92542742727667,0.0
295.8508547559362,0.0
332.7053807047842,0.0
334.43416481698443,0.0
168.7578011124611,0.0
127.85808889494395,0.0
255.7161777046493,0.0
229.026694105346,0.0
54.09582293560909,0.0
227.76652753376246,0.0
65.34128451293891,0.0
229.1957619203792,0.0
94.64672110664647,0.0
189.29344215019506,0.0
70.77454796431766,0.0
152.3130946342759,0.0
129.44928878503663,0.0
503.5286072526583,0.0
86.09729602657504,0.0
69.05258202251103,0.0
138.10516399898694,0.0
65.46355428375315,0.0
127.79819575663414,0.0
156.3231851812943,0.0
164.936965171132,0.0
228.7431690142667,0.0
247.05586126058208,0.0
94.5366600320339,0.0
88.43348964459659,0.0
176.86697923023766,0.0
245.42217304601485,0.0
490.84434592841563,0.0
97.18229637185222,0.0
99.2202667685304,0.0
292.88446070769385,0.0
268.60956252681865,0.0
59.93081709959506,0.0
26.126404303276615,0.0
36.13086459810835,0.0
159.79894590458298,0.0
113.48155173259693,0.0
101.39454087118021,0.0
99.00901853919461,0.0
198.01803701238322,0.0
84.50300780180173,0.0
169.0060155472681,0.0
135.51284755615416,0.0
53.437753641330495,0.0
106.87550724703577,0.0
313.91487457208115,0.0
143.6506941293655,0.0
154.7663001305122,0.0
84.32393227922101,0.0
155.50876950555636,0.0
489.14447223684624,0.0
158.40766842336123,0.0
90.044857283549,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
394.1459346704028,0.0
17.24090703666964,0.0
34.48181406184535,0.0
76.83271292075341,0.0
24.183364495351896,0.0
48.36672897458154,0.0
46.695201120933326,0.0
36.15587967991018,0.0
70.57880573575721,0.0
44.71788161900476,0.0
46.87931463710709,0.0
40.42761634865195,0.0
19.50553688732743,0.0
32.61904293807337,0.0
31.968280916622774,0.0
115.63258835647437,0.0
312.70167220801665,0.0
24.091972477467568,0.0
84.11454136470329,0.0
44.40673102139084,0.0
88.81346201317722,0.0
51.472261259887794,0.0
102.9445224854608,0.0
54.75188832956155,0.0
36.83178666727025,0.0
73.66357330998594,0.0
1.9963006838569919,0.0
15.092551575617014,0.0
30.185103141172352,0.0
5.133300953277851,0.0
2.4591766916037257,0.0
4.918353381568001,0.0
4.8298021163769125,0.0
