bus_id,name,country,long_type,capacity,longitude,latitude,type,category
7348,Wind FR 271,FR,wind,36.6,5.1859255724842,48.3627715612059,WD,R
5083,Wind FR 272,FR,wind,183.8,5.174561,48.980217,WD,R
7744,Wind FR 273,FR,wind,28.0,6.71264599999999,49.05227,WD,R
4598,Wind FR 274,FR,wind,124.99000000000001,3.449707,43.651975,WD,R
5105,Wind FR 275,FR,wind,12.0,5.394287,43.34915,WD,R
7364,Wind FR 276,FR,wind,111.6,5.05371100000001,48.334343,WD,R
7402,Wind FR 277,FR,wind,27.2,1.40443795264613,49.5439525858626,WD,R
5041,Wind FR 278,FR,wind,10.25,0.0329589999999936,48.777913,WD,R
4809,Wind FR 279,FR,wind,34.5,1.40625,47.650588,WD,R
5054,Wind FR 280,FR,wind,17.5,3.19702100000001,47.554287,WD,R
7656,Wind FR 281,FR,wind,183.70499999999998,2.88940400000001,49.75288,WD,R
5023,Wind FR 282,FR,wind,36.599999999999994,2.966309,47.517201,WD,R
5047,Wind FR 283,FR,wind,358.79999999999995,3.07617199999999,50.240179,WD,R
4920,Wind FR 284,FR,wind,79.69999999999999,1.75781199999999,50.485474,WD,R
6954,Wind FR 285,FR,wind,46.0,3.59252900000001,48.538432,WD,R
5037,Wind FR 286,FR,wind,9.2,-1.35131799999999,47.249407,WD,R
4986,Solar FR 1,FR,solar,15.114925000000001,6.679688,49.131408,PV,R
7329,Solar FR 2,FR,solar,49.93098000000001,1.03271500000001,43.436966,PV,R
4901,Solar FR 3,FR,solar,0.569092,2.68066399999999,49.296472,PV,R
4576,Solar FR 4,FR,solar,81.87719000000004,2.98828099999999,43.22119,PV,R
6073,Solar FR 5,FR,solar,12.95414,5.58105500000001,43.22119,PV,R
4522,Solar FR 6,FR,solar,3.77462,-0.483397999999997,46.17983,PV,R
4838,Solar FR 7,FR,solar,1.67371,0.944824000000009,49.546598,PV,R
5099,Solar FR 8,FR,solar,0.41944000000000004,3.537598,49.310799,PV,R
4988,Solar FR 9,FR,solar,138.66043,5.18554700000001,49.510944,PV,R
7538,Solar FR 10,FR,solar,1.917,1.75781199999999,48.239309,PV,R
5112,Solar FR 11,FR,solar,29.255790000000008,5.09765600000001,43.858297,PV,R
4978,Solar FR 12,FR,solar,4.44192,6.240234,48.640169,PV,R
4653,Solar FR 13,FR,solar,54.627039999999994,4.65820300000001,44.024422,PV,R
5075,Solar FR 14,FR,solar,11.859729999999999,6.70165999999999,43.444943,PV,R
7400,Solar FR 15,FR,solar,2.23044,-1.68824744398423,47.1845095024956,PV,R
4888,Solar FR 16,FR,solar,6.24235,3.86718799999999,48.502048,PV,R
7344,Solar FR 17,FR,solar,8.57021,-1.40587197999334,43.4368401904838,PV,R
4623,Solar FR 18,FR,solar,9.436410000000006,3.02124000000001,45.912944,PV,R
7347,Solar FR 19,FR,solar,28.582519999999985,-1.4048246060893,46.8314748756361,PV,R
5062,Solar FR 20,FR,solar,1.12003,2.735596,50.527397,PV,R
4584,Solar FR 21,FR,solar,11.663239999999998,2.208252,45.127805,PV,R
4582,Solar FR 22,FR,solar,43.779150000000016,3.669434,45.02695,PV,R
4628,Solar FR 23,FR,solar,19.964520000000004,3.26293899999999,45.79817,PV,R
4687,Solar FR 24,FR,solar,2.1883299999999997,4.71313499999999,45.467836,PV,R
6586,Solar FR 25,FR,solar,22.2348,-1.74682600000001,47.144897,PV,R
4962,Solar FR 26,FR,solar,1.8567099999999999,2.90039099999999,50.63901,PV,R
4748,Solar FR 27,FR,solar,1.560935,5.95458999999999,45.383019,PV,R
4475,Solar FR 28,FR,solar,44.761670000000024,-1.34033200000001,43.540585,PV,R
4738,Solar FR 29,FR,solar,3.6469899999999997,6.855469,43.580391,PV,R
4570,Solar FR 30,FR,solar,77.14008000000001,2.39502000000001,43.253205,PV,R
5108,Solar FR 31,FR,solar,12.335320000000001,-0.681152000000009,43.842451,PV,R
4535,Solar FR 32,FR,solar,26.047809999999995,-0.593262000000012,47.480088,PV,R
4972,Solar FR 33,FR,solar,15.117588999999999,6.17431599999999,47.672786,PV,R
4527,Solar FR 34,FR,solar,11.99115,-0.933838000000004,47.279229,PV,R
4720,Solar FR 35,FR,solar,32.62589,5.76782200000001,43.802819,PV,R
4487,Solar FR 36,FR,solar,3.9448599999999994,0.472411999999992,43.036776,PV,R
4855,Solar FR 37,FR,solar,3.691400000000001,2.49389600000001,48.893615,PV,R
5001,Solar FR 38,FR,solar,2.0697,7.41577099999999,47.643186,PV,R
5110,Solar FR 39,FR,solar,1.1427000000000003,5.06469699999999,48.253941,PV,R
5858,Solar FR 40,FR,solar,14.064639999999995,2.823486,43.723475,PV,R
4811,Solar FR 41,FR,solar,0.3224,1.856689,47.657988,PV,R
5092,Solar FR 42,FR,solar,68.25427700000007,-0.582275000000003,46.641894,PV,R
4563,Solar FR 43,FR,solar,0.64995,0.329590000000012,49.567978,PV,R
5035,Solar FR 44,FR,solar,7.369689999999999,4.603271,43.850374,PV,R
5492,Solar FR 45,FR,solar,0.8845,1.87866200000001,42.147114,PV,R
4548,Solar FR 46,FR,solar,28.910599999999974,0.164794999999993,47.938427,PV,R
4910,Solar FR 47,FR,solar,17.873240000000003,4.416504,48.806863,PV,R
6943,Solar FR 48,FR,solar,5.42393,4.5540337822753,46.5424263531589,PV,R
7586,Solar FR 49,FR,solar,0.39988,6.16333000000001,44.339565,PV,R
4852,Solar FR 50,FR,solar,7.47635,2.296143,48.777913,PV,R
4577,Solar FR 51,FR,solar,105.23472,3.20800799999999,43.389082,PV,R
6941,Solar FR 52,FR,solar,3.5556200000000002,-1.40756295604686,47.1798237787675,PV,R
4713,Solar FR 53,FR,solar,19.626020000000004,5.41625999999999,43.2932,PV,R
4764,Solar FR 54,FR,solar,4.593779999999999,6.04247999999999,45.460131,PV,R
5959,Solar FR 55,FR,solar,13.678579999999998,-1.230469,49.15297,PV,R
6142,Solar FR 56,FR,solar,8.577429999999994,-3.82324200000001,48.56025,PV,R
7790,Solar FR 57,FR,solar,0.8976999999999999,4.691162,48.705463,PV,R
5949,Solar FR 58,FR,solar,1.8461400000000001,6.679688,47.457809,PV,R
4944,Solar FR 59,FR,solar,30.983819999999994,3.39477499999999,50.071244,PV,R
4783,Solar FR 60,FR,solar,2.6815800000000003,5.95458999999999,46.777493,PV,R
4588,Solar FR 61,FR,solar,8.38261,1.53808599999999,43.524655,PV,R
4672,Solar FR 62,FR,solar,3.9380200000000007,4.295654,45.375302,PV,R
5103,Solar FR 63,FR,solar,4.859032999999999,1.93359399999999,48.246626,PV,R
4644,Solar FR 64,FR,solar,89.84096999999991,4.152832,44.127028,PV,R
4961,Solar FR 65,FR,solar,4.502640000000001,2.54882799999999,50.611132,PV,R
4746,Solar FR 66,FR,solar,6.624410999999999,6.108398,46.065608,PV,R
5486,Solar FR 67,FR,solar,0.172,0.76904300000001,42.730874,PV,R
5962,Solar FR 68,FR,solar,11.53414,2.120361,50.492463,PV,R
4918,Solar FR 69,FR,solar,6.21378,0.802002000000004,49.837982,PV,R
6004,Solar FR 70,FR,solar,7.7490000000000006,2.834473,48.814099,PV,R
4892,Solar FR 71,FR,solar,5.68232,2.922363,48.835797,PV,R
5101,Solar FR 72,FR,solar,80.33081000000007,5.77880899999999,43.508721,PV,R
7013,Solar FR 73,FR,solar,18.793169999999996,1.40624997204211,43.1651229946337,PV,R
5529,Solar FR 74,FR,solar,0.41297999999999996,7.075195,46.987747,PV,R
7379,Solar FR 75,FR,solar,1.54805,1.7127828297346,48.3115796965564,PV,R
4776,Solar FR 76,FR,solar,0.21938000000000002,6.48193399999999,45.47554,PV,R
6950,Solar FR 77,FR,solar,15.399429999999999,-0.010986000000005,48.618385,PV,R
4984,Solar FR 78,FR,solar,0.6870700000000001,6.25122100000001,49.181703,PV,R
5955,Solar FR 79,FR,solar,1.75069,6.86645500000001,43.436966,PV,R
6064,Solar FR 80,FR,solar,7.805870000000002,1.549072,43.588349,PV,R
5163,Solar FR 81,FR,solar,0.0973,7.31689499999999,44.840291,PV,R
5048,Solar FR 82,FR,solar,2.40352,2.54882799999999,48.922499,PV,R
4756,Solar FR 83,FR,solar,2.3583100000000004,5.88867200000001,44.801327,PV,R
4952,Solar FR 84,FR,solar,2.26424,3.087158,50.50644,PV,R
4652,Solar FR 85,FR,solar,43.18099000000002,4.89990199999999,43.874138,PV,R
7343,Solar FR 86,FR,solar,1.69544,3.48266599999999,49.28214,PV,R
5081,Solar FR 87,FR,solar,2.42574,-0.527343999999999,44.785734,PV,R
4796,Solar FR 88,FR,solar,2.2462,6.547852,46.096091,PV,R
4498,Solar FR 89,FR,solar,6.97124,-0.615233999999996,45.205263,PV,R
4923,Solar FR 90,FR,solar,8.93476,2.28515599999999,49.965356,PV,R
4578,Solar FR 91,FR,solar,8.29235,5.05371100000001,43.389082,PV,R
4562,Solar FR 92,FR,solar,7.95394,0.307616999999998,49.231947,PV,R
7253,Solar FR 93,FR,solar,2.128453,7.61311390381664,47.6262097148403,PV,R
4643,Solar FR 94,FR,solar,44.82122000000002,4.119873,43.715535,PV,R
4945,Solar FR 95,FR,solar,2.1584400000000006,2.878418,50.464498,PV,R
4649,Solar FR 96,FR,solar,45.75643000000003,4.88891599999999,44.000718,PV,R
4682,Solar FR 97,FR,solar,11.878310000000004,4.43847700000001,46.739861,PV,R
4868,Solar FR 98,FR,solar,0.1277,3.72436500000001,47.879513,PV,R
4731,Solar FR 99,FR,solar,72.69470000000004,6.009521,44.43378,PV,R
4889,Solar FR 100,FR,solar,4.70604,4.93286099999999,48.661943,PV,R
5094,Solar FR 101,FR,solar,2.2515699999999996,6.13037099999999,45.782848,PV,R
6152,Solar FR 102,FR,solar,5.10286,-2.351074,48.531157,PV,R
4663,Solar FR 103,FR,solar,31.19348000000001,4.822998,44.315988,PV,R
7350,Solar FR 104,FR,solar,0.35125999999999996,3.625488,49.360912,PV,R
4703,Solar FR 105,FR,solar,16.593490000000013,4.998779,46.739861,PV,R
5095,Solar FR 106,FR,solar,3.4898200000000004,6.48193399999999,48.806863,PV,R
4757,Solar FR 107,FR,solar,3.997310000000001,5.89965800000001,45.251688,PV,R
7324,Solar FR 108,FR,solar,2.5015200000000006,7.4049768924999,47.6422163336185,PV,R
4589,Solar FR 109,FR,solar,33.762020000000014,1.45019499999999,43.612217,PV,R
7323,Solar FR 110,FR,solar,0.9783199999999999,2.82206056619344,50.5104810479537,PV,R
4906,Solar FR 111,FR,solar,19.224809999999998,4.07592800000001,49.303636,PV,R
5051,Solar FR 112,FR,solar,0.59203,3.46069300000001,49.396675,PV,R
4799,Solar FR 113,FR,solar,17.392480000000003,6.04247999999999,47.279229,PV,R
5080,Solar FR 114,FR,solar,40.01056000000001,4.284668,45.452424,PV,R
7593,Solar FR 115,FR,solar,1.5409100000000002,-1.20849600000001,47.129951,PV,R
4658,Solar FR 116,FR,solar,10.23503,5.06469699999999,43.937462,PV,R
7750,Solar FR 117,FR,solar,6.83884,6.15234400000001,44.174325,PV,R
6165,Solar FR 118,FR,solar,15.942379999999998,-1.73584000000001,48.034019,PV,R
4531,Solar FR 119,FR,solar,10.426139999999995,-0.38452099999999,46.316584,PV,R
4898,Solar FR 120,FR,solar,4.169720000000001,3.449707,49.016257,PV,R
5025,Solar FR 121,FR,solar,30.456129999999963,1.94458,45.752193,PV,R
7336,Solar FR 122,FR,solar,15.401810000000006,4.5883531458663,46.8746250482989,PV,R
6153,Solar FR 123,FR,solar,16.621199999999995,-1.636963,47.271775,PV,R
5068,Solar FR 124,FR,solar,34.126035,4.96582000000001,44.699898,PV,R
4925,Solar FR 125,FR,solar,1.0258099999999999,1.88964799999999,50.909961,PV,R
6138,Solar FR 126,FR,solar,9.07432,-4.240723,48.516604,PV,R
4877,Solar FR 127,FR,solar,0.7493199999999999,2.75756800000001,48.283193,PV,R
5086,Solar FR 128,FR,solar,39.897148999999985,3.92211899999999,43.644026,PV,R
4890,Solar FR 129,FR,solar,68.11659,3.405762,49.674738,PV,R
4698,Solar FR 130,FR,solar,25.427040000000012,4.910889,45.683158,PV,R
4648,Solar FR 131,FR,solar,50.928350000000016,4.79003900000001,44.182204,PV,R
7401,Solar FR 132,FR,solar,0.1132,1.40139359579063,49.2936215616816,PV,R
5007,Solar FR 133,FR,solar,4.111618,7.514648,48.144098,PV,R
4557,Solar FR 134,FR,solar,28.193430000000006,0.747069999999996,46.445427,PV,R
7333,Solar FR 135,FR,solar,10.2559,4.84015907072566,45.9985219029527,PV,R
4989,Solar FR 136,FR,solar,12.14129,5.789795,49.28214,PV,R
5071,Solar FR 137,FR,solar,1.2315099999999999,5.89965800000001,46.316584,PV,R
7319,Solar FR 138,FR,solar,2.2313300000000003,5.5582575588507,43.3555965355791,PV,R
7876,Solar FR 139,FR,solar,24.07012,-0.911864999999989,47.390912,PV,R
5056,Solar FR 140,FR,solar,3.8629760000000006,7.45971699999999,48.900838,PV,R
6068,Solar FR 141,FR,solar,24.024610000000006,2.68066399999999,42.617791,PV,R
6940,Solar FR 142,FR,solar,2.11322,-0.252345379204605,45.0575101526995,PV,R
4606,Solar FR 143,FR,solar,31.714959999999998,2.614746,44.715514,PV,R
6169,Solar FR 144,FR,solar,34.70219000000003,-2.02148399999999,46.845164,PV,R
5911,Solar FR 145,FR,solar,19.395569999999996,5.15258799999999,43.373112,PV,R
5808,Solar FR 146,FR,solar,1.0144,6.240234,46.369674,PV,R
5029,Solar FR 147,FR,solar,8.352029999999997,5.921631,48.173412,PV,R
5093,Solar FR 148,FR,solar,22.457149999999952,2.71362300000001,45.966425,PV,R
4528,Solar FR 149,FR,solar,31.50164999999998,-1.19751,48.538432,PV,R
4878,Solar FR 150,FR,solar,2.3442800000000004,2.75756800000001,48.516604,PV,R
5078,Solar FR 151,FR,solar,8.239760000000004,7.39379900000001,47.894248,PV,R
4665,Solar FR 152,FR,solar,46.18064999999998,4.84497099999999,44.809122,PV,R
4558,Solar FR 153,FR,solar,21.15583999999999,0.845947000000002,47.368594,PV,R
4617,Solar FR 154,FR,solar,10.79111,2.351074,45.429299,PV,R
4955,Solar FR 155,FR,solar,2.833590000000001,4.020996,49.958288,PV,R
7736,Solar FR 156,FR,solar,1.6534849999999999,1.57104499999999,48.828566,PV,R
4610,Solar FR 157,FR,solar,90.32726999999987,2.44995100000001,47.040182,PV,R
4840,Solar FR 158,FR,solar,2.50683,1.065674,49.382373,PV,R
6141,Solar FR 159,FR,solar,5.401309999999999,-3.82324200000001,48.370848,PV,R
4959,Solar FR 160,FR,solar,3.75546,3.537598,50.387508,PV,R
4858,Solar FR 161,FR,solar,4.66219,2.120361,49.023461,PV,R
7712,Solar FR 162,FR,solar,2.70072,2.779541,48.20271,PV,R
4537,Solar FR 163,FR,solar,26.69369499999998,-0.109863000000011,47.212106,PV,R
4466,Solar FR 164,FR,solar,18.593500000000002,0.988770000000011,44.103365,PV,R
5072,Solar FR 165,FR,solar,10.134942,5.76782200000001,45.166547,PV,R
4710,Solar FR 166,FR,solar,12.20772,5.383301,43.405047,PV,R
4786,Solar FR 167,FR,solar,14.441970000000001,5.24047899999999,46.233053,PV,R
4927,Solar FR 168,FR,solar,2.4051700000000005,1.70288099999999,50.715591,PV,R
4597,Solar FR 169,FR,solar,14.152830000000005,2.834473,44.024422,PV,R
4842,Solar FR 170,FR,solar,1.21604,1.142578,49.432413,PV,R
4534,Solar FR 171,FR,solar,27.493765999999997,-0.0549320000000076,46.747389,PV,R
4828,Solar FR 172,FR,solar,4.799540000000001,2.50488299999999,48.727209,PV,R
7645,Solar FR 173,FR,solar,62.778450000000014,-0.747069999999996,43.731414,PV,R
5117,Solar FR 174,FR,solar,7.608560000000001,4.88891599999999,48.092757,PV,R
6933,Solar FR 175,FR,solar,2.693262,2.84545858419659,49.3394409225916,PV,R
5952,Solar FR 176,FR,solar,13.755489999999996,6.13037099999999,43.084937,PV,R
7482,Solar FR 177,FR,solar,4.683033,-0.395507999999999,46.240652,PV,R
4513,Solar FR 178,FR,solar,38.98637999999999,0.911864999999989,44.504341,PV,R
5502,Solar FR 179,FR,solar,0.98626,6.33911100000001,46.581518,PV,R
4998,Solar FR 180,FR,solar,13.359239999999998,7.18505899999999,47.761484,PV,R
6003,Solar FR 181,FR,solar,0.9550349999999999,6.15234400000001,45.444717,PV,R
4712,Solar FR 182,FR,solar,10.500609999999998,5.482178,43.253205,PV,R
5038,Solar FR 183,FR,solar,17.642780000000002,0.252685999999995,47.338823,PV,R
5046,Solar FR 184,FR,solar,1.604991,2.40600600000001,49.703168,PV,R
6063,Solar FR 185,FR,solar,274.45991999999984,-0.725098000000012,44.660839,PV,R
2641,Solar FR 186,FR,solar,1.7651999999999999,6.679688,49.353756,PV,R
3037,Solar FR 187,FR,solar,1.17722,7.52563500000001,47.842658,PV,R
4990,Solar FR 188,FR,solar,0.6974400000000001,5.84472700000001,49.37522,PV,R
4473,Solar FR 189,FR,solar,4.19521,1.60400400000001,42.787339,PV,R
5091,Solar FR 190,FR,solar,6.494209999999999,7.19604499999999,47.591346,PV,R
6005,Solar FR 191,FR,solar,7.320359999999999,4.71313499999999,45.713851,PV,R
4862,Solar FR 192,FR,solar,1.05193,2.48291,49.030665,PV,R
4958,Solar FR 193,FR,solar,0.23726,4.57031200000001,49.930008,PV,R
6131,Solar FR 194,FR,solar,22.273050000000012,-1.461182,43.596306,PV,R
5105,Solar FR 195,FR,solar,11.439889999999998,5.394287,43.34915,PV,R
6557,Solar FR 196,FR,solar,1.06546,-1.48315400000001,47.212106,PV,R
6947,Solar FR 197,FR,solar,0.14,2.08749204511221,50.8191922179806,PV,R
7656,Solar FR 198,FR,solar,0.58589,2.88940400000001,49.75288,PV,R
5008,Solar FR 199,FR,solar,10.568464000000006,7.470703,48.041365,PV,R
4758,Solar FR 200,FR,solar,6.02998,5.60302699999999,45.5756,PV,R
4545,Solar FR 201,FR,solar,14.528420000000002,0.241699000000011,47.279229,PV,R
4747,Solar FR 202,FR,solar,0.075708,6.07543900000001,45.143305,PV,R
4689,Solar FR 203,FR,solar,15.471679999999996,4.66918899999999,45.79817,PV,R
5037,Solar FR 204,FR,solar,10.351900000000002,-1.35131799999999,47.249407,PV,R
4630,Solar FR 205,FR,solar,33.50618999999995,2.85644499999999,46.316584,PV,R
4605,Solar FR 206,FR,solar,9.7169,2.570801,44.574817,PV,R
4737,Solar FR 207,FR,solar,8.540140000000001,6.943359,43.651975,PV,R
4499,Solar FR 208,FR,solar,140.48963999999998,-0.582275000000003,44.855869,PV,R
4977,Solar FR 209,FR,solar,3.69705,5.965576,48.91528,PV,R
6977,Solar FR 210,FR,solar,7.095719999999998,-1.40625023936826,48.0633965200832,PV,R
4636,Solar FR 211,FR,solar,49.049519999999994,3.39477499999999,46.942762,PV,R
7788,Solar FR 212,FR,solar,0.41400000000000003,6.097412,44.276671,PV,R
5052,Solar FR 213,FR,solar,9.032269999999997,2.384033,48.57479,PV,R
4818,Solar FR 214,FR,solar,12.716475999999997,2.49389600000001,48.070738,PV,R
6160,Solar FR 215,FR,solar,3.0808900000000006,-1.53808599999999,48.092757,PV,R
4804,Solar FR 216,FR,solar,1.2428499999999998,4.49340799999999,49.802541,PV,R
4364,Solar FR 217,FR,solar,1.18332,5.67993199999999,49.460984,PV,R
4541,Solar FR 218,FR,solar,1.62188,0.417480000000009,49.646291,PV,R
7553,Solar FR 219,FR,solar,21.191540000000003,2.823486,44.134913,PV,R
4883,Solar FR 220,FR,solar,18.10127,3.99902300000001,47.864774,PV,R
4880,Solar FR 221,FR,solar,41.778679999999994,3.65844699999999,48.589326,PV,R
4478,Solar FR 222,FR,solar,137.21970499999995,-0.571288999999998,43.34116,PV,R
4743,Solar FR 223,FR,solar,0.89709,7.020264,43.731414,PV,R
4618,Solar FR 224,FR,solar,36.48657999999998,1.73584000000001,46.437857,PV,R
4819,Solar FR 225,FR,solar,54.449,2.71362300000001,47.709762,PV,R
4476,Solar FR 226,FR,solar,105.28223000000021,0.670166000000004,43.540585,PV,R
4668,Solar FR 227,FR,solar,60.25297999999997,4.943848,44.972571,PV,R
4965,Solar FR 228,FR,solar,3.842210000000001,3.16406199999999,50.715591,PV,R
5090,Solar FR 229,FR,solar,0.6811499999999999,6.04247999999999,49.023461,PV,R
4812,Solar FR 230,FR,solar,34.684159999999984,0.791015999999999,47.960502,PV,R
4839,Solar FR 231,FR,solar,0.29939,1.230469,49.403825,PV,R
5950,Solar FR 232,FR,solar,65.676242,1.92260700000001,43.882057,PV,R
7619,Solar FR 233,FR,solar,0.38532,0.944824000000009,49.346599,PV,R
4848,Solar FR 234,FR,solar,2.05777,2.10937499999999,48.929718,PV,R
4699,Solar FR 235,FR,solar,7.0049399999999995,5.00976600000001,45.828799,PV,R
4594,Solar FR 236,FR,solar,41.48855000000006,2.24121099999999,44.559163,PV,R
5082,Solar FR 237,FR,solar,13.06248,1.417236,49.28214,PV,R
6952,Solar FR 238,FR,solar,26.381775000000005,3.51621322510327,43.4348777861471,PV,R
4983,Solar FR 239,FR,solar,3.2497499999999997,6.756592,47.635784,PV,R
4870,Solar FR 240,FR,solar,2.07724,3.405762,48.129434,PV,R
4954,Solar FR 241,FR,solar,13.879529999999999,3.91113299999999,50.212064,PV,R
6942,Solar FR 242,FR,solar,13.90237,5.00938710063492,44.024297129204,PV,R
4768,Solar FR 243,FR,solar,2.6852799999999997,6.35009799999999,45.274886,PV,R
4583,Solar FR 244,FR,solar,33.058670000000006,2.01049800000001,45.166547,PV,R
5912,Solar FR 245,FR,solar,7.7390799999999995,6.053467,44.370987,PV,R
4524,Solar FR 246,FR,solar,18.052579999999992,-1.230469,47.062638,PV,R
4483,Solar FR 247,FR,solar,0.05888,1.38427700000001,42.771211,PV,R
5019,Solar FR 248,FR,solar,2.3520030000000007,7.66845700000001,48.79239,PV,R
7404,Solar FR 249,FR,solar,3.98138,1.40567287063848,43.4940988604965,PV,R
4508,Solar FR 250,FR,solar,46.11981999999999,-0.527343999999999,45.614037,PV,R
3087,Solar FR 251,FR,solar,0.27767000000000003,5.89965800000001,49.560852,PV,R
4526,Solar FR 252,FR,solar,42.55369799999999,-0.878905999999996,47.062638,PV,R
4791,Solar FR 253,FR,solar,12.780610000000003,5.614014,46.687131,PV,R
4916,Solar FR 254,FR,solar,1.86014,1.593018,50.04303,PV,R
7337,Solar FR 255,FR,solar,5.19888,4.61608483783024,46.6941031491342,PV,R
4981,Solar FR 256,FR,solar,4.414740000000001,6.64672900000001,48.070738,PV,R
4602,Solar FR 257,FR,solar,33.0877,2.702637,44.824708,PV,R
4754,Solar FR 258,FR,solar,14.924080000000009,5.54809599999999,45.344424,PV,R
4585,Solar FR 259,FR,solar,126.66799600000009,2.14233400000001,43.98491,PV,R
5113,Solar FR 260,FR,solar,3.10124,6.64672900000001,45.135555,PV,R
4580,Solar FR 261,FR,solar,85.62447999999985,4.822998,43.436966,PV,R
5096,Solar FR 262,FR,solar,46.082,1.79077100000001,47.279229,PV,R
4488,Solar FR 263,FR,solar,2.0868800000000003,1.51611300000001,42.85986,PV,R
4980,Solar FR 264,FR,solar,8.140625000000002,6.38305700000001,48.180739,PV,R
6077,Solar FR 265,FR,solar,18.91692,-0.78002899999999,47.435519,PV,R
4568,Solar FR 266,FR,solar,43.56542200000002,1.60400400000001,43.125043,PV,R
4850,Solar FR 267,FR,solar,3.5244799999999996,1.80175799999999,48.908059,PV,R
5031,Solar FR 268,FR,solar,10.021020000000007,4.416504,49.482401,PV,R
4718,Solar FR 269,FR,solar,30.09630999999999,5.44921900000001,43.699651,PV,R
7346,Solar FR 270,FR,solar,12.629719999999999,7.07805060997393,48.7083943429227,PV,R
4532,Solar FR 271,FR,solar,1.10341,-0.450439000000003,46.263443,PV,R
4641,Solar FR 272,FR,solar,5.475666,3.85620100000001,43.683764,PV,R
6061,Solar FR 273,FR,solar,33.14266000000001,0.494385000000006,46.927759,PV,R
4915,Solar FR 274,FR,solar,2.18135,2.31811500000001,51.013755,PV,R
4659,Solar FR 275,FR,solar,35.075260000000014,5.10864299999999,44.056012,PV,R
4885,Solar FR 276,FR,solar,27.069059999999997,4.119873,48.363549,PV,R
7017,Solar FR 277,FR,solar,0.77954,1.40749511146604,49.6195421718321,PV,R
6968,Solar FR 278,FR,solar,2.9538600000000006,4.33960000000001,49.066668,PV,R
4882,Solar FR 279,FR,solar,34.09947,3.91113299999999,47.480088,PV,R
2664,Solar FR 280,FR,solar,0.21597,7.36083999999999,49.325122,PV,R
4751,Solar FR 281,FR,solar,4.0541,5.66894500000001,45.120053,PV,R
4907,Solar FR 282,FR,solar,1.2661099999999998,3.94409200000001,49.253465,PV,R
5164,Solar FR 283,FR,solar,8.40632,7.283936,44.190082,PV,R
4939,Solar FR 284,FR,solar,10.60412,2.95532199999999,50.548344,PV,R
4940,Solar FR 285,FR,solar,1.7563799999999998,3.38378899999999,50.373496,PV,R
5057,Solar FR 286,FR,solar,0.77252,4.70214800000001,49.781264,PV,R
4547,Solar FR 287,FR,solar,38.49165000000001,0.505371000000011,46.581518,PV,R
4681,Solar FR 288,FR,solar,12.661230000000002,4.383545,46.611715,PV,R
4571,Solar FR 289,FR,solar,38.39899999999988,2.75756800000001,42.698586,PV,R
4714,Solar FR 290,FR,solar,31.6607,5.89965800000001,43.149094,PV,R
4854,Solar FR 291,FR,solar,32.01666,2.26318400000001,48.893615,PV,R
4517,Solar FR 292,FR,solar,115.88933,0.747069999999996,44.879228,PV,R
5033,Solar FR 293,FR,solar,2.233000000000001,3.043213,48.451066,PV,R
4729,Solar FR 294,FR,solar,133.84005999999994,5.976562,43.913723,PV,R
5951,Solar FR 295,FR,solar,19.66166,-0.64819299999999,48.334343,PV,R
6149,Solar FR 296,FR,solar,10.083900000000002,-2.076416,47.435519,PV,R
4823,Solar FR 297,FR,solar,2.92579,2.39502000000001,48.487486,PV,R
4891,Solar FR 298,FR,solar,1.29358,2.59277299999999,49.081062,PV,R
7510,Solar FR 299,FR,solar,3.315520000000001,-1.52709999999999,47.107523,PV,R
5026,Solar FR 300,FR,solar,53.95101000000002,0.823974999999992,46.362093,PV,R
5045,Solar FR 301,FR,solar,0.45513,1.274414,50.000678,PV,R
4468,Solar FR 302,FR,solar,5.06212,1.680908,47.576526,PV,R
4491,Solar FR 303,FR,solar,68.39420000000001,-0.131836,45.166547,PV,R
6150,Solar FR 304,FR,solar,11.812490000000002,-2.80151400000001,48.429201,PV,R
4566,Solar FR 305,FR,solar,85.67166000000003,1.955566,43.34915,PV,R
4970,Solar FR 306,FR,solar,1.45355,6.108398,48.589326,PV,R
4366,Solar FR 307,FR,solar,0.069,4.80102499999999,50.099441,PV,R
4806,Solar FR 308,FR,solar,9.25328,1.955566,47.813155,PV,R
4539,Solar FR 309,FR,solar,23.640710000000002,-0.450439000000003,47.502359,PV,R
5032,Solar FR 310,FR,solar,49.551649999999995,6.097412,48.669199,PV,R
5865,Solar FR 311,FR,solar,3.3110200000000005,5.31738300000001,48.312428,PV,R
5088,Solar FR 312,FR,solar,3.361686,2.834473,49.001844,PV,R
4922,Solar FR 313,FR,solar,2.5127699999999997,2.37304699999999,49.873398,PV,R
4875,Solar FR 314,FR,solar,2.05653,2.922363,48.356249,PV,R
4474,Solar FR 315,FR,solar,26.609450000000006,-0.812988000000009,45.943511,PV,R
4727,Solar FR 316,FR,solar,0.6647899999999999,6.196289,43.747289,PV,R
6157,Solar FR 317,FR,solar,31.027379999999987,-1.768799,48.114767,PV,R
4999,Solar FR 318,FR,solar,2.3805699999999996,7.05322299999999,47.798397,PV,R
4620,Solar FR 319,FR,solar,8.428260000000002,2.01049800000001,46.050361,PV,R
4871,Solar FR 320,FR,solar,7.467430000000002,2.823486,48.019324,PV,R
6932,Solar FR 321,FR,solar,17.191119999999998,-1.40715709378505,46.5986966080777,PV,R
