bus_id1,bus_id2,voltage1,voltage2,is_transformer,r,x,fmax
4074,4075,220.0,380.0,true,2.0,55.0,1000.0
2968,2969,220.0,380.0,true,2.0,55.0,1000.0
5629,5630,220.0,380.0,true,2.0,55.0,1000.0
93,94,220.0,380.0,true,2.0,55.0,1000.0
5940,5941,220.0,380.0,true,2.0,55.0,1000.0
4935,4936,220.0,380.0,true,2.0,55.0,1000.0
4035,4036,220.0,380.0,true,2.0,55.0,1000.0
4610,4611,220.0,380.0,true,2.0,55.0,1000.0
4846,4847,220.0,380.0,true,2.0,55.0,1000.0
5402,5403,220.0,380.0,true,2.0,55.0,1000.0
2992,2993,220.0,380.0,true,2.0,55.0,1000.0
5426,5427,220.0,380.0,true,2.0,55.0,1000.0
6356,6357,132.0,220.0,true,2.0,55.0,1000.0
2800,2801,220.0,380.0,true,2.0,55.0,1000.0
2673,2674,220.0,380.0,true,2.0,55.0,1000.0
5240,5241,220.0,380.0,true,2.0,55.0,1000.0
4806,4807,220.0,380.0,true,2.0,55.0,1000.0
4494,4495,220.0,380.0,true,2.0,55.0,1000.0
4573,4574,220.0,380.0,true,2.0,55.0,1000.0
2915,2916,220.0,380.0,true,2.0,55.0,1000.0
2787,2788,220.0,380.0,true,2.0,55.0,1000.0
3309,3310,220.0,380.0,true,2.0,55.0,1000.0
261,262,220.0,380.0,true,2.0,55.0,1000.0
6077,6078,220.0,380.0,true,2.0,55.0,1000.0
5516,5517,220.0,380.0,true,2.0,55.0,1000.0
2676,2677,220.0,380.0,true,2.0,55.0,1000.0
5203,5204,220.0,380.0,true,2.0,55.0,1000.0
6251,6252,220.0,380.0,true,2.0,55.0,1000.0
3938,3939,220.0,380.0,true,2.0,55.0,1000.0
2846,2847,220.0,380.0,true,2.0,55.0,1000.0
2919,2920,220.0,380.0,true,2.0,55.0,1000.0
2948,2949,220.0,380.0,true,2.0,55.0,1000.0
2946,2947,220.0,380.0,true,2.0,55.0,1000.0
4706,4707,220.0,380.0,true,2.0,55.0,1000.0
4868,4869,220.0,380.0,true,2.0,55.0,1000.0
5499,5500,220.0,380.0,true,2.0,55.0,1000.0
2629,2630,220.0,380.0,true,2.0,55.0,1000.0
2403,2404,220.0,380.0,true,2.0,55.0,1000.0
5252,5253,220.0,380.0,true,2.0,55.0,1000.0
6160,6161,220.0,380.0,true,2.0,55.0,1000.0
2750,2751,220.0,380.0,true,2.0,55.0,1000.0
3259,3260,220.0,380.0,true,2.0,55.0,1000.0
2839,2840,220.0,380.0,true,2.0,55.0,1000.0
2994,2995,220.0,380.0,true,2.0,55.0,1000.0
5131,5132,380.0,750.0,true,2.0,55.0,1000.0
3352,3353,220.0,380.0,true,2.0,55.0,1000.0
266,267,220.0,380.0,true,2.0,55.0,1000.0
3028,3029,220.0,380.0,true,2.0,55.0,1000.0
5960,5961,220.0,380.0,true,2.0,55.0,1000.0
4001,4002,220.0,380.0,true,2.0,55.0,1000.0
4316,4317,220.0,380.0,true,2.0,55.0,1000.0
2973,2974,220.0,380.0,true,2.0,55.0,1000.0
5571,5572,220.0,380.0,true,2.0,55.0,1000.0
5418,5419,220.0,380.0,true,2.0,55.0,1000.0
280,281,220.0,380.0,true,2.0,55.0,1000.0
4413,4415,132.0,380.0,true,2.0,55.0,1000.0
5004,5005,220.0,380.0,true,2.0,55.0,1000.0
