id,name,country,voltage,is_substation,longitude,latitude,type,population
5145,Pécs,HU,380.0,true,18.226318,46.13417,PV,257287.99999999997
5146,Ócsa,HU,220.0,true,19.335938,47.41322,PQ,351752.3356151098
5147,Zugló,HU,220.0,true,19.291992,47.546872,PQ,350747.6398922536
5148,Martonvásár,HU,220.0,true,18.676758,47.23449,PQ,307306.3678401633
5149,Martonvásár,HU,380.0,true,18.676758,47.23449,PQ,614612.7354754558
5150,Sajószöged,HU,220.0,true,21.016846,47.916342,PV,68460.72520711715
5151,Sajószöged,HU,380.0,true,21.016846,47.916342,PQ,136921.45036859385
5152,Sajóivánka,HU,380.0,true,20.55542,48.261256,PV,118341.47011937486
5153,Szombathely,HU,380.0,true,16.523438,47.241949,PQ,233505.5
5154,Gönyű,HU,380.0,false,18.116455,47.702368,PV,79533.00893708809
5155,Bicske Dél,HU,380.0,true,18.588867,47.569114,PQ,616889.0292329643
6945,Unnamed 408,FR,220.0,false,5.96557587683583,43.2211899102484,PQ,146459.84228334835
6946,Unnamed 409,FR,220.0,false,6.50644174520929,48.2111585376258,PV,21173.694383354203
5158,Montalto,IT,380.0,false,11.480713,42.382894,PV,32828.54182834911
5159,Lanzada,IT,220.0,false,9.470215,46.240652,PV,32821.232796603224
5160,Sondrio,IT,220.0,false,9.48120100000001,46.111326,PV,58138.92530585536
5161,Roncovalgrande,IT,380.0,false,8.448486,46.111326,PV,52374.31298880176
5162,Montorio,IT,220.0,false,13.699951,42.4802,PV,68070.39195189966
5163,Piossasco,IT,380.0,true,7.31689499999999,44.840291,PQ,343335.835165123
5164,Entracque,IT,380.0,true,7.283936,44.190082,PV,57738.74004037941
5165,Vado,IT,220.0,true,8.360596,44.300264,PQ,106506.6132898803
5166,Vado,IT,380.0,true,8.360596,44.300264,PV,213013.22650875594
5167,Campochiesa,IT,220.0,true,8.02001999999999,43.98491,PQ,116440.66667271938
5168,Casanova,IT,220.0,true,7.66845700000001,44.824708,PQ,210148.8571758371
5169,Casanova,IT,380.0,true,7.66845700000001,44.824708,PQ,420297.714211575
5170,Magliano,IT,380.0,true,7.558594,44.449468,PQ,134962.88512756428
5171,Savona,IT,220.0,true,8.525391,44.43378,PQ,106552.3249313734
5172,Bistagno,IT,220.0,true,8.17382799999999,44.629573,PQ,86092.28151596517
5173,Venaus,IT,380.0,true,6.95434600000001,45.127805,PQ,101067.96809324175
5174,Leyni,IT,220.0,true,7.646484,45.344424,PV,160188.3561514717
5175,Leyni,IT,380.0,true,7.646484,45.344424,PQ,320376.71219615143
5176,Valpelline,IT,220.0,true,7.34985400000001,45.85176,PV,12178.675559056923
5177,Unnamed 410,IT,220.0,true,7.17407200000001,45.721522,PQ,12101.07009687734
5178,Avise,IT,220.0,true,7.13012700000001,45.79817,PQ,11375.755811054478
5179,Unnamed 411,IT,220.0,true,7.602539,45.844108,PQ,20827.750933831023
5180,Unnamed 412,IT,220.0,true,7.470703,45.752193,PQ,20659.648777720307
5181,Unnamed 413,IT,220.0,true,7.67944299999999,45.744527,PQ,31082.165822215822
5182,Biella,IT,220.0,true,8.05297900000001,45.506347,PQ,56048.37386846037
5183,Rondissone,IT,220.0,true,7.94311499999999,45.352145,PQ,151819.38237812623
5184,Rondissone,IT,380.0,true,7.94311499999999,45.352145,PV,303638.7646550397
5185,Trino N.,IT,380.0,true,8.19580100000001,45.274886,PQ,277224.92520323856
5186,Turbigo,IT,220.0,true,8.393555,45.590978,PQ,73927.2539739557
5187,Turbigo,IT,380.0,true,8.393555,45.590978,PV,147854.50789862653
5188,Verampio,IT,220.0,true,8.33862299999999,46.21025,PQ,14076.839834416622
5189,Pallanzeno,IT,220.0,true,8.21777299999999,46.042736,PQ,22827.28539084093
5190,Ponte,IT,220.0,true,8.360596,46.369674,PQ,5381.468920604969
5191,Ponte,IT,380.0,true,8.360596,46.369674,PQ,10762.937837622298
5192,Sandri,IT,220.0,true,10.821533,45.437008,PQ,82000.64571400409
5193,Morigallo,IT,220.0,true,8.86596699999999,44.488668,PV,97491.60141524783
5194,Morigallo,IT,380.0,true,8.86596699999999,44.488668,PQ,194983.20276550125
5195,Erzelli,IT,220.0,true,8.756104,44.449468,PQ,98121.63683589136
5196,Castelnuovo,IT,380.0,true,8.843994,44.972571,PQ,85066.90034438272
5197,Vignole,IT,220.0,true,8.85498000000001,44.684277,PQ,92895.01859437367
5198,Vignole,IT,380.0,true,8.85498000000001,44.684277,PQ,185790.0371268172
5199,S. Colombano,IT,220.0,true,9.327393,44.363133,PQ,85593.38306942699
5200,Lacchiarella,IT,380.0,true,9.05273399999999,45.367584,PQ,314098.7175215357
5201,La Spezia,IT,220.0,true,9.810791,44.142798,PQ,63947.89987644497
5202,La Spezia,IT,380.0,true,9.810791,44.142798,PV,127895.79971025801
5203,Avenza,IT,220.0,true,9.942627,44.111254,PQ,60416.49923516307
5204,Avenza,IT,380.0,true,9.942627,44.111254,PQ,120832.99843004848
5205,Piacenza,IT,380.0,true,9.56909199999999,45.034715,PV,90497.19399151625
5206,La Casella,IT,380.0,true,9.38232400000001,45.158801,PV,208893.9744036665
5207,Tavazzano,IT,220.0,true,9.36035199999999,45.406164,PQ,169048.32300663774
5208,Tavazzano,IT,380.0,true,9.36035199999999,45.406164,PV,338096.6459005767
5209,Parma V.,IT,380.0,true,10.019531,44.660839,PQ,131641.39665605314
5210,S. Rocco,IT,380.0,true,9.7229,45.011419,PQ,92058.44628089861
6947,Unnamed 414,FR,220.0,false,2.08749204511221,50.8191922179806,PQ,36775.65076668586
6948,Unnamed 415,FR,220.0,false,2.73559585738224,44.4573099491017,PQ,16158.709942930427
5211,Caorso,IT,380.0,true,9.87670900000001,45.042478,PQ,137153.07477539635
5212,Cremona,IT,380.0,true,9.986572,45.267155,PQ,174950.53960696564
5213,Suvereto,IT,380.0,true,10.667725,43.012681,PV,74275.82742370926
5215,Piombino,IT,380.0,true,10.579834,42.996612,PV,52461.15785854421
5216,Torvaldaliga Sud,IT,380.0,true,11.810303,42.098222,PV,34896.54054437078
5217,S. Lucia,IT,220.0,true,11.90918,42.130821,PQ,23890.639538430798
5218,S. Lucia,IT,380.0,true,11.90918,42.130821,PQ,47781.279060934496
5219,Torvaldaliga Nord,IT,380.0,true,11.722412,42.236652,PV,38627.97214322816
5220,Aurelia,IT,380.0,true,11.645508,42.309815,PQ,43161.37047065789
5221,Calenzano,IT,380.0,true,11.12915,43.874138,PQ,177946.69972349325
