bus_id1,bus_id2,country1,country2,circuit,underground,in_construction,is_dc,voltage,line_length,r,x,b,fmax
174,178,IT,IT,1,false,false,false,380.0,60.023773291,1.680665652148,15.906299922115,0.0,1700.0
153,179,IT,IT,2,false,false,false,220.0,141.468554014,8.912518902882,50.92867944504,0.0,490.0
179,180,IT,IT,1,false,false,false,220.0,8.098227340000001,0.5101883224200001,2.9153618424000003,0.0,490.0
172,180,IT,IT,2,false,false,false,220.0,76.43257027599999,4.815251927387999,27.515725299359996,0.0,490.0
178,181,IT,IT,1,false,false,false,380.0,69.19236058599999,1.9373860964079999,18.33597555529,0.0,1700.0
180,182,IT,IT,2,false,false,false,220.0,8.472215666,0.533749586958,3.04999763976,0.0,490.0
179,182,IT,IT,2,false,false,false,220.0,8.887411435,0.559906920405,3.1994681166000003,0.0,490.0
184,185,IT,IT,1,false,false,false,380.0,58.526892866000004,1.6387530002480002,15.509626609490002,0.0,1700.0
156,187,IT,IT,1,false,false,false,220.0,22.077131142,1.3908592619459998,7.9477672111199995,0.0,490.0
186,187,IT,IT,1,false,false,false,220.0,15.634840837,0.984994972731,5.62854270132,0.0,490.0
188,189,IT,IT,1,false,false,false,220.0,12.063673932,0.760011457716,4.34292261552,0.0,490.0
186,189,IT,IT,1,false,false,false,220.0,23.49878129,1.48042322127,8.4595612644,0.0,490.0
187,191,IT,IT,1,false,false,false,220.0,22.999049679,1.448940129777,8.279657884439999,0.0,490.0
156,191,IT,IT,2,false,false,false,220.0,21.140730166,1.331866000458,7.61066285976,0.0,490.0
155,192,IT,IT,1,false,false,false,380.0,40.078448648999995,1.1221965621719998,10.620788891984999,0.0,1700.0
145,192,IT,IT,1,false,false,false,380.0,31.065810860000003,0.8698427040800001,8.232439877900001,0.0,1700.0
167,193,IT,IT,1,false,false,false,380.0,68.697417704,1.9235276957120002,18.20481569156,0.0,1700.0
192,193,IT,IT,1,false,false,false,380.0,40.712451049,1.139948629372,10.788799527985,0.0,1700.0
194,195,IT,IT,1,false,false,false,380.0,82.10009079,2.29880254212,21.75652405935,0.0,1700.0
193,195,IT,IT,1,false,false,false,380.0,60.423987208999996,1.691871641852,16.012356610384998,0.0,1700.0
195,196,IT,IT,1,false,false,false,380.0,52.956458787,1.4827808460360001,14.033461578555002,0.0,1700.0
190,197,IT,IT,1,false,false,false,380.0,114.298355316,3.200353948848,30.28906415874,0.0,1700.0
170,197,IT,IT,1,false,false,false,380.0,88.27408283499999,2.4716743193799995,23.392631951274996,0.0,1700.0
190,197,IT,IT,1,false,false,false,380.0,113.447475288,3.1765293080640005,30.063580951320002,0.0,1700.0
189,198,IT,IT,1,false,false,false,220.0,127.170371827,8.011733425101,45.78133385772,0.0,490.0
198,199,IT,IT,1,false,false,false,220.0,59.007684694000005,3.7174841357220005,21.24276648984,0.0,490.0
170,202,IT,IT,1,false,false,false,380.0,81.826554696,2.291143531488,21.684036994440003,0.0,1700.0
200,204,IT,IT,1,false,false,false,380.0,47.4478417,1.3285395676,12.5736780505,0.0,1700.0
199,203,IT,IT,1,false,false,false,220.0,63.140580222,3.977856553986,22.73060887992,0.0,490.0
203,205,IT,IT,1,false,false,false,220.0,47.714419145,3.006008406135,17.1771908922,0.0,490.0
204,206,IT,IT,1,false,false,false,380.0,51.272826472,1.435639141216,13.587299015080001,0.0,1700.0
135,206,IT,IT,1,false,false,false,380.0,100.15194650599999,2.804254502168,26.54026582409,0.0,1700.0
206,207,IT,IT,2,false,false,false,380.0,15.203168478,0.425688717384,4.02883964667,0.0,1700.0
200,207,IT,IT,1,false,false,false,380.0,104.548986582,2.927371624296,27.70548144423,0.0,1700.0
196,207,IT,IT,1,false,false,false,380.0,164.309903104,4.600677286912,43.54212432256,0.0,1700.0
130,207,IT,IT,2,false,false,false,380.0,17.698998046,0.495571945288,4.69023448219,0.0,1700.0
201,207,IT,IT,1,false,false,false,380.0,12.493341619,0.34981356533200003,3.3107355290350005,0.0,1700.0
201,207,IT,IT,1,false,false,false,380.0,13.685718441,0.383200116348,3.6267153868650004,0.0,1700.0
205,208,IT,IT,2,false,false,false,220.0,12.249998322,0.7717498942859999,4.40999939592,0.0,490.0
206,209,IT,IT,1,false,false,false,380.0,13.547312974,0.37932476327200004,3.5900379381100005,0.0,1700.0
204,211,IT,IT,1,false,false,false,380.0,98.73743471600001,2.7646481720480005,26.165420199740005,0.0,1700.0
207,211,IT,IT,1,false,false,false,380.0,60.266541923999995,1.6874631738719998,15.97063360986,0.0,1700.0
161,212,IT,IT,1,false,false,false,220.0,8.611359951,0.5425156769130001,3.1000895823600003,0.0,490.0
158,212,IT,IT,1,false,false,false,220.0,15.491614397,0.975971707011,5.576981182919999,0.0,490.0
161,213,IT,IT,1,false,false,false,220.0,21.486632173999997,1.3536578269619999,7.735187582639998,0.0,490.0
158,213,IT,IT,1,false,false,false,220.0,9.731911264,0.613110409632,3.50348805504,0.0,490.0
184,215,IT,IT,1,false,false,false,380.0,119.570910466,3.347985493048,31.686291273490003,0.0,1700.0
195,216,IT,IT,1,false,false,false,380.0,22.18698613,0.6212356116400001,5.87955132445,0.0,1700.0
195,217,IT,IT,1,false,false,false,380.0,87.25494744699999,2.4431385285159997,23.122561073455,0.0,1700.0
135,217,IT,IT,1,false,false,false,380.0,13.601057484,0.380829609552,3.6042802332600004,0.0,1700.0
202,218,IT,IT,1,false,false,false,380.0,41.096180266000005,1.1506930474480002,10.890487770490001,0.0,1700.0
194,219,IT,IT,1,false,false,false,380.0,14.888465634000001,0.416877037752,3.9454433930100006,0.0,1700.0
221,222,MK,MK,1,false,false,false,220.0,65.77566364100001,4.143866809383001,23.679238910760002,0.0,490.0
104,223,GR,MK,1,false,false,false,380.0,118.550762882,3.319421360696,31.41595216373,0.0,1700.0
115,224,GR,MK,1,false,false,false,380.0,22.396127725,0.6270915763,5.934973847125,0.0,1700.0
223,224,MK,MK,1,false,false,false,380.0,78.696272032,2.203495616896,20.85451208848,0.0,1700.0
223,225,MK,MK,1,false,false,false,380.0,31.285073522999998,0.8759820586439999,8.290544483595,0.0,1700.0
